"93年03月12日","特用作物","臺北市大安區","臺北市土肉桂產銷班第1班","台北市農會","臺北市大安區復興南路1段390號14樓","土肉桂","","","","16人","8.26公頃"
"88年10月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第18班","東勢區農會","臺中市東勢區東崎街121號","梨","","","","13人","12.09公頃"
"88年10月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第20班","東勢區農會","臺中市東勢區粵寧里東蘭路37-3號","梨","","","","29人","25.56公頃"
"97年09月12日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第49班","東勢區農會","臺中市東勢區中嵙里東崎街中山巷16-1號","梨","甜柿","","","28人","26.90公頃"
"87年10月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第23班","東勢區農會","臺中市東勢區慶福里慶福街58-5號","梨","","","","31人","57.81公頃"
"88年06月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第24班","東勢區農會","臺中市東勢區慶東里慶東街4號","梨","","","","30人","34.04公頃"
"89年04月01日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第53班","保證責任台灣省青果運銷合作社台中分社(臺中市)","臺中市和平區南勢里鐵坑巷23號","梨","柿","椪柑","其他果樹","12人","22.58公頃"
"88年10月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第25班","東勢區農會","臺中市東勢區上新里忠孝街111號","梨","","","","25人","23.83公頃"
"89年12月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第26班","保證責任台灣省青果運銷合作社台中分社(臺中市)","臺中市東勢區下城里東關路406-2號","梨","甜柿","葡萄","枇杷","17人","22.14公頃"
"87年10月01日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第55班","保證責任台灣省青果運銷合作社台中分社(臺中市)","臺中市東勢區詒福里東關路432號","高接梨","柿","甜柿","紅柿","19人","31.22公頃"
"88年10月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第27班","東勢區農會","臺中市東勢區下新里中路巷3-2號","梨","","","","20人","16.16公頃"
"88年08月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第28班","東勢區農會","臺中市東勢區中嵙里東北巷32-1號","高接梨","","","","29人","55.77公頃"
"88年08月01日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第57班","東勢區農會","臺中市東勢區泰昌里東崎街385-18號","梨","柿","桃","","31人","41.82公頃"
"88年08月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第30班","東勢區農會","臺中市東勢區泰昌里中新街東新巷1-6號","梨","","","","31人","62.41公頃"
"88年08月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第31班","東勢區農會","臺中市東勢區下新里390-1號","梨","","","","20人","35.30公頃"
"88年08月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第32班","東勢區農會","臺中市東勢區慶福里庄福街75之2號","梨","","","","29人","40.65公頃"
"88年08月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第34班","東勢區農會","臺中市東勢區福隆里東坑街115之5號","梨","","","","26人","38.09公頃"
"88年08月01日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第63班","東勢區農會","臺中市東勢區泰昌里東崎街171-6號","梨","","","","24人","29.48公頃"
"88年08月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第36班","東勢區農會","臺中市東勢區中嵙里東崎街83-1號","高接梨","","","","21人","24.59公頃"
"88年03月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第37班","東勢區農會","臺中市東勢區上城里東興巷11號","高接梨","","","","22人","33.77公頃"
"89年12月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第39班","東勢區農會","臺中市東勢區慶福里東關路108號","梨","","","","35人","46.09公頃"
"89年12月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第40班","東勢區農會","臺中市東勢區詒福里東關路457-1號","梨","甜柿","","","20人","27.42公頃"
"89年12月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第41班","東勢區農會","臺中市東勢區下新里東蘭路78-5號","梨","","","","31人","28.52公頃"
"89年12月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第42班","東勢區農會","臺中市東勢區詒福里東關路458-5號","梨","","","","15人","25.25公頃"
"89年12月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第43班","東勢區農會","臺中市東勢區茂興里東蘭路226號","梨","","","","17人","11.46公頃"
"89年12月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第10班","東勢區農會","臺中市東勢區東新里東蘭路38-42號","梨","柑桔","","","18人","14.57公頃"
"88年10月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第45班","東勢區農會","臺中市東勢區新盛里東關路清平巷1-7號","梨","","","","22人","21.73公頃"
"88年10月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第46班","東勢區農會","臺中市東勢區下新里粵寧街33號","梨","","","","30人","52.88公頃"
"97年11月26日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第48班","東勢區農會","臺中市東勢區下新里中路巷15-4號","梨","","","","20人","17.18公頃"
"98年08月06日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第50班","東勢區農會","臺中市東勢區隆興里東坑路西盛巷60號","梨","","","","20人","34.52公頃"
"98年10月15日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第51班","東勢區農會","臺中市東勢區新盛里東關路625-40號","梨","柿","","","17人","19.04公頃"
"89年04月01日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第52班","保證責任台灣省青果運銷合作社台中分社(臺中市)","臺中市東勢區東新里勢林街67巷20號","梨","甜柿","椪柑","桶柑","23人","30.60公頃"
"97年04月24日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第81班","東勢區農會","臺中市東勢區明正里永盛巷206-8號","茂谷柑","葡萄","","","21人","37.20公頃"
"97年12月01日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第79班","東勢區農會","臺中市東勢區文化街87號","梨","柑","柿","桃","40人","41.08公頃"
"88年10月01日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第58班","保證責任台灣省青果運銷合作社台中分社(臺中市)","臺中市東勢區上城里東關路325號","高接梨","","","","11人","16.00公頃"
"98年09月21日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第87班","東勢區農會","臺中市東勢區慶東里慶成五巷11號","梨","柑桔","","","40人","37.05公頃"
"88年09月01日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第92班","東勢區農會","臺中市東勢區明正里永盛巷47號","葡萄","","","","15人","25.30公頃"
"86年08月01日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第93班","東勢區農會","臺中市東勢區茂興里東蘭路230-2號","葡萄","","","","13人","12.16公頃"
"88年09月01日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第94班","東勢區農會","臺中市東勢區茂興里石城街11-3號","柑桔","","","","10人","15.30公頃"
"95年04月05日","果樹","臺中市東勢區","臺中市東勢區梨產銷班第95班","有限責任臺中市農產運銷合作社","臺中市東勢區新盛里東關路574號","梨","","","","15人","15.22公頃"
"97年11月26日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第96班","東勢區農會","臺中市東勢區下新里東蘭路70-19號","梨","","","","16人","22.51公頃"
"98年05月06日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第97班","有限責任臺中市青果生產合作社","臺中市東勢區延平里豐勢路201號","梨","甜柿","柑桔","","12人","14.96公頃"
"97年01月21日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第98班","東勢區農會","臺中市東勢區上城里東關路東興巷2-1號","梨","柿","桃","","32人","31.73公頃"
"88年10月01日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第99班","東勢區農會","臺中市東勢區隆興里石麻巷31號","梨","","","","29人","41.61公頃"
"95年07月19日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第100班","有限責任臺中市農業生產合作社","臺中市東勢區廣興里中新街西新巷78-8號","高接梨","","","","16人","35.51公頃"
"98年08月26日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第101班","東勢區農會","臺中市東勢區上城里東關路338-3號","梨","柿","","","21人","17.69公頃"
"100年08月16日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第102班","東勢區農會","臺中市和平區平等里中興路段70-1號","溫帶梨","","","","21人","10.59公頃"
"103年03月31日","果樹","臺中市東勢區","臺中市東勢區果樹產銷班第103班","東勢區農會","臺中市東勢區龍興里8鄰東坑路663巷9號","高接梨","","","","11人","10.58公頃"
"97年02月29日","特用作物","臺中市東勢區","臺中市東勢區咖啡產銷班第1班","東勢區農會","臺中市東勢區廣興里西新巷89-8號","咖啡","","","","30人","21.48公頃"
"99年01月07日","特用作物","臺中市東勢區","臺中市東勢區特用作物產銷班第2班","東勢區農會","臺中市東勢區廣興里第四橫街18號","藥草","","","","16人","10.28公頃"
"88年10月01日","稻米","臺中市大甲區","臺中市大甲區有機農產品產銷班第1班","大甲區農會","臺中市大甲區龍泉里中山路二段907巷16號","有機米","","","","14人","11.63公頃"
"88年11月01日","蔬菜","臺中市大甲區","臺中市大甲區蔬菜產銷班第2班","大甲區農會","臺中市大甲區中山路1段1289巷3號","韭黃","","","","18人","16.01公頃"
"88年11月01日","蔬菜","臺中市大甲區","臺中市大甲區蔬菜產銷班第3班","大甲區農會","臺中市大甲區南北4路22-6號","芋","","","","24人","15.90公頃"
"88年11月01日","蔬菜","臺中市大甲區","臺中市大甲區蔬菜產銷班第4班","大甲區農會","臺中市大甲區武曲里橫圳街307號","苦瓜","其他葉菜","","","21人","12.77公頃"
"94年05月18日","蔬菜","臺中市大甲區","臺中市大甲區蔬菜產銷班第6班","大甲區農會","臺中市大甲區通天路17-2號","芋","","","","13人","12.69公頃"
"90年12月30日","蔬菜","臺中市大甲區","臺中市大甲區蔬菜產銷班第8班","大甲區農會","臺中市大甲區孟春里臨江路90-1號","辣椒","","","","19人","10.55公頃"
"95年02月21日","蔬菜","臺中市大甲區","臺中市大甲區蔬菜產銷班第9班","大甲區農會","臺中市大甲區德化里和平路398巷2號","其他根菜","","","","14人","11.46公頃"
"96年08月07日","蔬菜","臺中市大甲區","臺中市大甲區蔬菜產銷班第10班","大甲區農會","臺中市大甲區大甲區德化里和平路419號","芋頭","","","","16人","12.85公頃"
"97年06月11日","蔬菜","臺中市大甲區","臺中市大甲區蔬菜產銷班第11班","大甲區農會","臺中市大甲區德化里7鄰南北三路281巷22號","芋頭","苦瓜","紅鳳菜","龍鬚菜","27人","13.04公頃"
"97年06月11日","蔬菜","臺中市大甲區","臺中市大甲區蔬菜產銷班第12班","大甲區農會","臺中市大甲區德化里南北五路51巷16號","芋頭","","","","24人","17.77公頃"
"99年03月30日","蔬菜","臺中市大甲區","臺中市大甲區蔬菜產銷班第13班","大甲區農會","臺中市大甲區江南里6鄰東西五路一段2號","甘藍","芋頭","辣椒","","23人","11.49公頃"
"100年09月28日","蔬菜","臺中市大甲區","臺中市大甲區蔬菜產銷班第14班","大甲區農會","臺中市大甲區武陵里文曲路81號2樓","芋頭","","","","23人","15.27公頃"
"103年07月11日","蔬菜","臺中市大甲區","臺中市大甲區蔬菜產銷班第15班","大甲區農會","臺中市大甲區文曲里9鄰東安路76號","蔥","","","","23人","10.53公頃"
"102年04月29日","蔬菜","臺中市大甲區","臺中市大甲區蔬菜產銷班第16班","大甲區農會","臺中市大甲區德化里8鄰南北四路11號之1","芋頭","","","","18人","12.52公頃"
"99年08月12日","菇類","臺中市大甲區","臺中市大甲區菇產銷班第2班","大甲區農會","臺中市大甲區太白里10鄰通天路13號","洋菇","其他菇類","","","13人","7.25公頃"
"98年06月24日","毛豬","臺中市大甲區","臺中市大甲區毛豬產銷班第1班","臺中市養豬協會","臺中市大甲區水美街88-3號","毛豬","","","","12人","5993.00頭"
"98年07月20日","羊","臺中市大甲區","臺中市大甲區羊產銷班第1班","臺中市農會","臺中市大甲區幸福里長安路68之1號","羊乳","羊加工製品","","","20人","2966.00頭"
"88年12月01日","蔬菜","臺中市清水區","臺中市清水區蔬菜產銷班第1班","清水區農會","臺中市清水區臨江里鎮平路2-11號","韭黃","","","","17人","16.43公頃"
"88年12月01日","蔬菜","臺中市清水區","臺中市清水區蔬菜產銷班第2班","清水區農會","臺中市清水區菁埔中央北路5巷1弄2號","西瓜","","","","29人","36.10公頃"
"88年12月01日","蔬菜","臺中市清水區","臺中市清水區蔬菜產銷班第3班","清水區農會","臺中市清水區頂湳客庄路106號","西瓜","","","","26人","25.72公頃"
"88年12月01日","蔬菜","臺中市清水區","臺中市清水區蔬菜產銷班第4班","清水區農會","臺中市清水區國姓里三美路170-2號","韭菜","","","","13人","14.10公頃"
"90年05月01日","蔬菜","臺中市清水區","臺中市清水區蔬菜產銷班第5班","清水區農會","臺中市清水區臨江里鎮平路10-6號","其他葉菜","","","","29人","36.51公頃"
"91年05月01日","蔬菜","臺中市清水區","臺中市清水區蔬菜產銷班第6班","清水區農會","臺中市清水區吳厝里5鄰吳厝路90巷19號","甘薯","","","","21人","84.30公頃"
"87年12月01日","雜糧","臺中市沙鹿區","臺中市沙鹿區雜糧產銷班第1班","沙鹿區農會","臺中市沙鹿區西勢里中航路一段335巷3號","甘薯","胡麻","芝麻","落花生","22人","192.02公頃"
